layer at (0,0) size 800x600 clip at (0,0) size 785x600 scrollHeight 1353
  LayoutView at (0,0) size 800x600
layer at (0,0) size 785x1353 backgroundClip at (0,0) size 785x600 clip at (0,0) size 785x600 outlineClip at (0,0) size 785x600
  LayoutBlockFlow {HTML} at (0,0) size 785x1353.19
    LayoutBlockFlow {BODY} at (8,17.41) size 769x1327.78 [color=#00FF00] [bgcolor=#333333]
      LayoutBlockFlow {H1} at (0,0) size 769x30
        LayoutText {#text} at (0,0) size 515x30
          text run at (0,0) width 515: "CSS2 Table Backgrounds Test Suite"
      LayoutBlockFlow {H2} at (0,47.41) size 769x23
        LayoutText {#text} at (0,0) size 270x23
          text run at (0,0) width 270: "Part A: Background Area"
      LayoutBlockFlow {H3} at (0,86.58) size 769x17
        LayoutText {#text} at (0,0) size 256x17
          text run at (0,0) width 256: "Background on 'table-column'"
      LayoutBlockFlow {P} at (0,118.78) size 769x15
        LayoutText {#text} at (0,0) size 219x15
          text run at (0,0) width 219: "All four columns are styled."
      LayoutBlockFlow {P} at (0,146.78) size 769x60
        LayoutText {#text} at (0,0) size 749x60
          text run at (0,0) width 414: "The table column background should be visible within "
          text run at (413,0) width 336: "the border edge of each cell originating in"
          text run at (0,15) width 157: "the column, and the "
          text run at (156,15) width 508: "background should be continuously tiled to fill the entire cell. "
          text run at (663,15) width 79: "Within the"
          text run at (0,30) width 437: "column, all stripes should line up as if the cells were "
          text run at (436,30) width 282: "cutouts in a stencil placed over the"
          text run at (0,45) width 149: "column background. "
          text run at (148,45) width 469: "Furthermore, horizontal stripes should align across columns."
      LayoutBlockFlow {P} at (0,219.78) size 769x45
        LayoutText {#text} at (0,0) size 757x45
          text run at (0,0) width 313: "A red band should align with the bottom "
          text run at (312,0) width 422: "border edge of the last cell in each column. An orange"
          text run at (0,15) width 55: "stripe "
          text run at (54,15) width 508: "should align a few pixels to the left of the right border of the "
          text run at (561,15) width 196: "non-column-spanning cells"
          text run at (0,30) width 118: "in each column."
      LayoutBlockFlow {DL} at (0,277.78) size 769x90
